mass,ctau,acc_allbins,trigsf_unc,oneminuseff
2.5,35.0,0.025887822853994356,0.314,0.22613065326633164
2.5,40.0,0.02284881868431496,0.314,0.22613065326633164
2.5,45.0,0.020447970699110654,0.314,0.22613065326633164
2.5,50.0,0.018503462695691,0.314,0.22613065326633164
2.5,55.0,0.016896526742320336,0.314,0.22613065326633164
2.5,60.0,0.01554631184655221,0.314,0.22613065326633164
2.5,65.0,0.014395857132598656,0.314,0.22613065326633164
2.5,70.0,0.01340390779699058,0.314,0.22613065326633164
2.5,75.0,0.012539819799247547,0.314,0.22613065326633164
2.5,80.0,0.011780374609371716,0.314,0.22613065326633164
2.5,85.0,0.011107642803240357,0.314,0.22613065326633164
2.5,90.0,0.01050758952731544,0.314,0.22613065326633164
2.5,95.0,0.009969033661290054,0.314,0.22613065326633164
2.5,100.0,0.009482986966453963,0.314,0.22613065326633164
3.0,0.1,0.14798662425795744,0.043,0.2523246366344678
3.0,0.2,0.21275988695606035,0.043,0.2523246366344678
3.0,0.4,0.2526682530601291,0.043,0.2523246366344678
3.0,0.6,0.26231772436781653,0.043,0.2523246366344678
3.0,0.8,0.2632290181915169,0.043,0.2523246366344678
3.0,1.0,0.26056121675197846,0.043,0.2523246366344678
3.0,2.0,0.22931828337779675,0.127,0.2101050525262631
3.0,4.0,0.17554706819469879,0.127,0.2101050525262631
3.0,6.0,0.1396610340702782,0.127,0.2101050525262631
3.0,8.0,0.11545452246768448,0.127,0.2101050525262631
3.0,10.0,0.09824607885563101,0.127,0.2101050525262631
3.0,15.0,0.07014416668966285,0.314,0.20874751491053678
3.0,20.0,0.05513173905869441,0.314,0.20874751491053678
3.0,25.0,0.04539872620326097,0.314,0.20874751491053678
3.0,30.0,0.03858158385260648,0.314,0.20874751491053678
3.0,35.0,0.03354229673623311,0.314,0.20874751491053678
3.0,40.0,0.029666257076649872,0.314,0.20874751491053678
3.0,45.0,0.026592647966463764,0.314,0.20874751491053678
3.0,50.0,0.02409581244074567,0.314,0.20874751491053678
3.0,55.0,0.022027376622515787,0.314,0.20874751491053678
3.0,60.0,0.020285864298852523,0.314,0.20874751491053678
3.0,65.0,0.018799455553632362,0.314,0.20874751491053678
3.0,70.0,0.017515951929375623,0.314,0.20874751491053678
3.0,75.0,0.016396464141514314,0.314,0.20874751491053678
3.0,80.0,0.015411445507565175,0.314,0.20874751491053678
3.0,85.0,0.014538049036153581,0.314,0.20874751491053678
3.0,90.0,0.013758321106847445,0.314,0.20874751491053678
3.0,95.0,0.013057965521609953,0.314,0.20874751491053678
3.0,100.0,0.012425444108262646,0.314,0.20874751491053678
4.0,0.1,0.13230958817703473,0.043,0.262181392416464
4.0,0.2,0.19647630797799065,0.043,0.262181392416464
4.0,0.4,0.2383386899226974,0.043,0.262181392416464
4.0,0.6,0.2501310788543124,0.043,0.262181392416464
4.0,0.8,0.2532274717446953,0.043,0.262181392416464
4.0,1.0,0.2528510178348075,0.043,0.262181392416464
4.0,2.0,0.23794656806512918,0.314,0.21178903826266804
4.0,4.0,0.19415806656416768,0.314,0.21178903826266804
4.0,6.0,0.1602080971241241,0.314,0.21178903826266804
4.0,8.0,0.13548593152257932,0.314,0.21178903826266804
4.0,10.0,0.11708071785538622,0.314,0.21178903826266804
4.0,15.0,0.08981889156654191,0.248,0.20562130177514792
4.0,20.0,0.07152508002648587,0.248,0.20562130177514792
4.0,25.0,0.05938085816669838,0.248,0.20562130177514792
4.0,30.0,0.05074660294221276,0.248,0.20562130177514792
4.0,35.0,0.044297760344177234,0.248,0.20562130177514792
4.0,40.0,0.03929979421349436,0.248,0.20562130177514792
4.0,45.0,0.035313478688564874,0.248,0.20562130177514792
4.0,50.0,0.03206033180592352,0.248,0.20562130177514792
4.0,55.0,0.02935535379235272,0.248,0.20562130177514792
4.0,60.0,0.027070904907405956,0.248,0.20562130177514792
4.0,65.0,0.02511606535324146,0.248,0.20562130177514792
4.0,70.0,0.02342435392697273,0.248,0.20562130177514792
4.0,75.0,0.02194602344852226,0.248,0.20562130177514792
4.0,80.0,0.020643112163442955,0.248,0.20562130177514792
4.0,85.0,0.019486165127938642,0.248,0.20562130177514792
4.0,90.0,0.018451971031978032,0.248,0.20562130177514792
4.0,95.0,0.01752198089385768,0.248,0.20562130177514792
4.0,100.0,0.016681205306229466,0.248,0.20562130177514792
5.0,0.1,0.12183738251234616,0.043,0.26013736005268606
5.0,0.2,0.1850473468356956,0.043,0.26013736005268606
5.0,0.4,0.22726948188161925,0.043,0.26013736005268606
5.0,0.6,0.23983121310613525,0.043,0.26013736005268606
5.0,0.8,0.24388527433235807,0.043,0.26013736005268606
5.0,1.0,0.24453998184402337,0.043,0.26013736005268606
5.0,2.0,0.2282770343131719,0.314,0.20295415307884135
5.0,4.0,0.19670673241329262,0.314,0.20295415307884135
5.0,6.0,0.16782681108816414,0.314,0.20295415307884135
5.0,8.0,0.14510578327430393,0.314,0.20295415307884135
5.0,10.0,0.12737647596259782,0.314,0.20295415307884135
5.0,15.0,0.09305307116922511,0.314,0.2153236459709379
5.0,20.0,0.07504736456611312,0.314,0.2153236459709379
5.0,25.0,0.06284219479534052,0.314,0.2153236459709379
5.0,30.0,0.05403733431336649,0.314,0.2153236459709379
5.0,35.0,0.04739025414962553,0.314,0.2153236459709379
5.0,40.0,0.04219617899502843,0.314,0.2153236459709379
5.0,45.0,0.038026491270348906,0.314,0.2153236459709379
5.0,50.0,0.034605778249979756,0.314,0.2153236459709379
5.0,55.0,0.03174908851397177,0.314,0.2153236459709379
5.0,60.0,0.029327673479505045,0.314,0.2153236459709379
5.0,65.0,0.027249175586057876,0.314,0.2153236459709379
5.0,70.0,0.02544562058978791,0.314,0.2153236459709379
5.0,75.0,0.02386585708680796,0.314,0.2153236459709379
5.0,80.0,0.022470692155325198,0.314,0.2153236459709379
5.0,85.0,0.021229570680318055,0.314,0.2153236459709379
5.0,90.0,0.020118325941609026,0.314,0.2153236459709379
5.0,95.0,0.01911759721683409,0.314,0.2153236459709379
5.0,100.0,0.018211670238932647,0.314,0.2153236459709379
6.0,0.1,0.11121535060475962,0.041,0.2696308570376508
6.0,0.2,0.17398849852990803,0.041,0.2696308570376508
6.0,0.4,0.22006646219153186,0.041,0.2696308570376508
6.0,0.6,0.23556344509530713,0.041,0.2696308570376508
6.0,0.8,0.24155104799691202,0.041,0.2696308570376508
6.0,1.0,0.2437019497536728,0.041,0.2696308570376508
6.0,2.0,0.2260998891140052,0.314,0.21455257071695433
6.0,4.0,0.2016054023370362,0.314,0.21455257071695433
6.0,6.0,0.17684972169380847,0.314,0.21455257071695433
6.0,8.0,0.15602647364335673,0.314,0.21455257071695433
6.0,10.0,0.13901700574839007,0.314,0.21455257071695433
6.0,15.0,0.11234608234020345,0.127,0.19799777530589546
6.0,20.0,0.09144250507474899,0.127,0.19799777530589546
6.0,25.0,0.07701221844741195,0.127,0.19799777530589546
6.0,30.0,0.06648370223010437,0.127,0.19799777530589546
6.0,35.0,0.05847363356693059,0.127,0.19799777530589546
6.0,40.0,0.05217916717444858,0.127,0.19799777530589546
6.0,45.0,0.04710438046487048,0.127,0.19799777530589546
6.0,50.0,0.04292701352663591,0.127,0.19799777530589546
6.0,55.0,0.03942886283445172,0.127,0.19799777530589546
6.0,60.0,0.036457037105686964,0.127,0.19799777530589546
6.0,65.0,0.03390121203396078,0.127,0.19799777530589546
6.0,70.0,0.03167988509066605,0.127,0.19799777530589546
6.0,75.0,0.029731466866383942,0.127,0.19799777530589546
6.0,80.0,0.02800864403239308,0.127,0.19799777530589546
6.0,85.0,0.026474398347155394,0.127,0.19799777530589546
6.0,90.0,0.025099392987060806,0.127,0.19799777530589546
6.0,95.0,0.023860082519982024,0.127,0.19799777530589546
6.0,100.0,0.02273734352687301,0.127,0.19799777530589546
8.0,0.1,0.10930591992526088,0.041,0.27544074009425734
8.0,0.2,0.17585154947205692,0.041,0.27544074009425734
8.0,0.4,0.22560869760280194,0.041,0.27544074009425734
