mass,ctau = 1,ctau = 10,ctau = 100,what
0.61,9.155965152817293,30.752967940924037,329.46803978025895,xsecBRbrUL
0.61,33.681315422068955,24.907698887678965,28.55754355293073,nevtUL
0.61,54.90689910314637,42.65893212384183,50.60722110879179,nevtULup
0.61,21.425311157973784,15.352417933978685,17.211592965934265,nevtULdown
0.61,90.74890268436691,72.08439983063431,86.70018844780321,nevtULupup
0.61,14.997717810581651,10.514807074573945,11.688469850000136,nevtULdowndown
0.61,32.39216534391969,23.38844919629566,26.930577053663317,nevtULobs
0.61,0.0001883528760708505,0.0006326378336646878,0.006777685566763264,BRbrUL
0.61,0.00030705072627399034,0.001083506530530051,0.012010831094324105,BRbrULup
0.61,0.00011981476752754913,0.00038994049458626015,0.0040849019457853564,BRbrULdown
0.61,0.0005074866170361785,0.0018308924784870497,0.020576931443321757,BRbrULupup
0.61,8.387033726928441e-05,0.0002670686199900688,0.0027740752019885626,BRbrULdowndown
0.61,0.00018114368243148102,0.0005940499722212558,0.006391550556962658,BRbrULobs
0.61,-0.42161499999999996,-0.260322,-0.26295100000000005,Significance
0.61,0.000461005,0.0,0.0,posSignificance
0.615,8.845002193168368,29.27275380207968,312.22582509244256,xsecBRbrUL
0.615,33.98729637432931,24.72761903638153,28.27609053860495,nevtUL
0.615,55.24832273349402,42.491473521202,50.06478688718185,nevtULup
0.615,21.6213827381336,15.261903148930257,17.090928142004884,nevtULdown
0.615,88.04075321966332,71.88940171791191,85.94678785547484,nevtULupup
0.615,15.13496791669352,10.424797232875859,11.58782824287766,nevtULdowndown
0.615,32.261378980320394,22.93455391232689,26.218020657630536,nevtULobs
0.615,0.0001819558696576755,0.0006021874567138446,0.006422985579151145,BRbrUL
0.615,0.00029577982606741556,0.0010347875520934364,0.011372343137769194,BRbrULup
0.615,0.00011575317600990515,0.0003716705044810576,0.003882247612714774,BRbrULdown
0.615,0.00047133880968243836,0.001750710245151211,0.01952303053409707,BRbrULupup
0.615,8.102722320693362e-05,0.0002538732954105585,0.00263220453322808,BRbrULdowndown
0.615,0.00017271592315162168,0.0005585212499032285,0.0059554897933268534,BRbrULobs
0.615,0.239367,0.232796,0.23855300000000002,Significance
0.615,0.239367,0.232796,0.23855300000000002,posSignificance
0.62,8.050328744294626,25.768242000701818,273.7200712983382,xsecBRbrUL
0.62,32.295668584854866,22.69501001375433,25.903262510238047,nevtUL
0.62,52.88886007979604,39.172804640598955,46.14895324477428,nevtULup
0.62,20.533788057936533,14.043080908893964,15.710281955667838,nevtULdown
0.62,84.74890345995024,67.21548942770919,78.7384369444781,nevtULupup
0.62,14.375631755122395,9.651900810447245,10.707305261452188,nevtULdowndown
0.62,33.1273167029198,22.912395167142783,26.27731684251585,nevtULobs
0.62,0.00016560816331167061,0.0005300940328096863,0.0056308605162718964,BRbrUL
0.62,0.0002712074826520368,0.0009149707347921981,0.010031876046137835,BRbrULup
0.62,0.00010529470591919212,0.00032800837662361816,0.0034151067391107524,BRbrULdown
0.62,0.00043458181420843046,0.0015699719822294545,0.017116189728162222,BRbrULupup
0.62,7.37164479241403e-05,0.00022544228981561377,0.002327557866834412,BRbrULdowndown
0.62,0.00016987275120810844,0.0005351715618595876,0.005712172581488818,BRbrULobs
0.62,0.436796,0.383937,0.401333,Significance
0.62,0.43680399999999997,0.38393499999999997,0.401333,posSignificance
0.625,7.255656335609465,22.31283604770679,242.11667847601674,xsecBRbrUL
0.625,30.367463562105456,20.476814900393137,23.934571760115393,nevtUL
0.625,50.57112299322051,35.97033413918617,42.98453703857458,nevtULup
0.625,19.067461814845807,12.412936466167519,14.311896991252672,nevtULdown
0.625,81.72359581747564,62.15528770650307,72.63409838222773,nevtULupup
0.625,13.1592342102457,8.29039187338926,9.622674768862717,nevtULdowndown
0.625,29.603112438433413,19.29894501674221,22.56688194525165,nevtULobs
0.625,0.00014926047836401172,0.0004590107949012623,0.004980728079949821,BRbrUL
0.625,0.0002485643884592522,0.0008063154229017747,0.008944981041542534,BRbrULup
0.625,9.3719334374138e-05,0.00027824990664368553,0.0029782720967863213,BRbrULdown
0.625,0.00040168330095784383,0.0013932805544348051,0.015114985009970168,BRbrULupup
0.625,6.467954062440509e-05,0.0001858384412985199,0.0020024559831634987,BRbrULdowndown
0.625,0.00014550358196981552,0.0004326075190883578,0.004696115046809831,BRbrULobs
0.625,-0.0197141,-0.0456147,-0.0422106,Significance
0.625,0.0,6.27392e-05,0.00022316599999999998,posSignificance
0.63,5.878558588053938,17.524447009662616,188.2647171198381,xsecBRbrUL
0.63,25.646509135482997,16.74405772079024,19.42806542446654,nevtUL
0.63,44.16539902340523,30.51663477563743,36.051554475322426,nevtULup
0.63,15.590321254483365,9.810602833589776,11.269297792144632,nevtULdown
0.63,74.57083218822638,50.89250219924698,58.99808844122778,nevtULupup
0.63,10.314590995714823,6.367458569877981,7.291898571387702,nevtULdowndown
0.63,30.79303783689394,19.149542069410817,22.38561869118323,nevtULobs
0.63,0.00012093137083098862,0.00036050595876345367,0.0038729069344781725,BRbrUL
0.63,0.0002082537712631047,0.0006570348037181818,0.007186732815422751,BRbrULup
0.63,7.35132766428512e-05,0.000211226026543094,0.0022464893241986254,BRbrULdown
0.63,0.0003516249682516487,0.0010957350126923,0.011761032344333979,BRbrULupup
0.63,4.863654628719021e-05,0.00013709381530441198,0.0014536107391873458,BRbrULdowndown
0.63,0.0001451988751371232,0.00041229695565623154,0.004462483318204509,BRbrULobs
0.63,-0.00326713,-0.00876485,-0.00916921,Significance
0.63,0.0,0.0,0.0,posSignificance
