mass,ctau = 1,ctau = 10,ctau = 100,what
0.32,59.96434384291949,40.113076706921795,29.643079711212092,nevtULdowndown
0.32,230.46592641303928,110.2627481114545,77.52263838965443,nevtULobs
0.32,5.4843321260598716e-09,1.6869667578624417e-08,1.4878774202318868e-07,BRbrUL
0.32,1.106931805180566e-08,3.405208114634714e-08,3.002821217650945e-07,BRbrULup
0.32,3.011442833407384e-09,9.57226116633047e-09,7.926581890528505e-08,BRbrULdown
0.32,1.666581788083655e-08,5.1268003212901834e-08,4.5208583153199655e-07,BRbrULupup
0.32,1.9280216759025325e-09,6.195349117376082e-09,4.8835477696280495e-08,BRbrULdowndown
0.32,7.410125304552384e-09,1.7029763739710453e-08,1.2771463407032025e-07,BRbrULobs
0.32,-0.020015,-0.022443599999999998,-0.041279500000000004,Significance
0.32,0.0,0.0,0.0,posSignificance
0.322,710.1460618392937,2186.225691994708,20855.639437699174,xsecBRbrUL
0.322,175.33451746663533,112.76660756100534,103.01931375729029,nevtUL
0.322,353.9012886465686,227.6025615679648,207.92421475624252,nevtULup
0.322,96.2845691048083,63.71543254579686,53.76471729603821,nevtULdown
0.322,532.8217781573911,342.6939904447952,313.0584439332348,nevtULupup
0.322,61.64456704531303,41.41247640606925,31.80017402154298,nevtULdowndown
0.322,221.06175962193387,104.82133910802105,83.50093771522144,nevtULobs
0.322,5.339444073979651e-09,1.643778715785495e-08,1.5680931908044492e-07,BRbrUL
0.322,1.07773196387144e-08,3.317721925449246e-08,3.1648875678862985e-07,BRbrULup
0.322,2.9321441057388077e-09,9.28768490523114e-09,8.183716627745207e-08,BRbrULdown
0.322,1.6225966951494055e-08,4.9953891467029066e-08,4.76517262978567e-07,BRbrULupup
0.322,1.877255676514306e-09,6.036622787241249e-09,4.840416280296692e-08,BRbrULdowndown
0.322,6.731971088473544e-09,1.527961955339349e-08,1.2709971274464954e-07,BRbrULobs
0.322,0.460755,-0.0133595,-0.00930591,Significance
0.322,0.460754,0.0,0.0,posSignificance
0.324,609.8560597109888,2052.5278459899564,17681.086827494524,xsecBRbrUL
0.324,158.63857268487845,111.91293931511845,94.06916365928785,nevtUL
0.324,320.19442955636316,225.87982294029462,189.87219429064567,nevtULup
0.324,88.76511840039335,64.07765735719533,50.639924263630675,nevtULdown
0.324,482.07157323254023,340.06291122968736,285.86787680778906,nevtULupup
0.324,57.00913062460474,41.53832111261461,31.59490926883045,nevtULdowndown
0.324,334.98647404439737,128.26341704649894,179.96438302167445,nevtULobs
0.324,4.58538390760142e-09,1.5432540195413206e-08,1.3294050246236484e-07,BRbrUL
0.324,9.255090737029276e-09,3.114831464700883e-08,2.683313418630355e-07,BRbrULup
0.324,2.565719916542693e-09,8.83616343958578e-09,7.15653962933737e-08,BRbrULdown
0.324,1.3934084231856522e-08,4.6893903230834195e-08,4.039944409235178e-07,BRbrULupup
0.324,1.6478259084672635e-09,5.728040154636584e-09,4.465058420912664e-08,BRbrULdowndown
0.324,9.682648812017062e-09,1.7687233945286423e-08,2.543294165012884e-07,BRbrULobs
0.324,0.645864,-0.00578045,0.0329222,Significance
0.324,0.6458649999999999,0.00556343,0.0328365,posSignificance
0.326,648.4856690824238,2044.064760824148,16512.427068296383,xsecBRbrUL
0.326,177.36488845945775,117.55378375399292,94.21279666721468,nevtUL
0.326,358.00004762422515,237.2755091642109,190.14178121341757,nevtULup
0.326,98.77028340953727,67.29176798730145,50.95302633823607,nevtULdown
0.326,538.9865581870837,357.22543895929465,286.2483024367572,nevtULupup
0.326,63.054062442044184,43.61556305747518,32.0157807769869,nevtULdowndown
0.326,324.5540972290131,141.5722952611179,185.70336428499985,nevtULobs
0.326,4.8758320983640886e-09,1.5368907976121414e-08,1.2415358697967205e-07,BRbrUL
0.326,9.841565253322776e-09,3.102125128497402e-08,2.505687656819637e-07,BRbrULup
0.326,2.715234804338524e-09,8.797683551485178e-09,6.714587838536283e-08,BRbrULdown
0.326,1.4816957199485844e-08,4.670342989200885e-08,3.772179021486643e-07,BRbrULupup
0.326,1.7333815292165213e-09,5.702271365078778e-09,4.219038351507699e-08,BRbrULdowndown
0.326,8.922122629059834e-09,1.850907310980116e-08,2.447198215717405e-07,BRbrULobs
0.326,0.355568,-0.00695611,0.173548,Significance
0.326,0.355572,0.00037333300000000005,0.173546,posSignificance
0.32799999999999996,636.9646025861879,2181.439545520515,16394.105737789294,xsecBRbrUL
0.32799999999999996,182.82768297373198,132.04882119771273,99.92209662266887,nevtUL
0.32799999999999996,369.0166382199623,266.5012614388424,201.71337640980752,nevtULup
0.32799999999999996,101.81676643149656,74.60232606005022,53.79445785202656,nevtULdown
0.32799999999999996,555.5743406353273,401.2241088223562,303.66306154986717,nevtULupup
0.32799999999999996,64.98459726829881,48.49301420093477,33.58193481928631,nevtULdowndown
0.32799999999999996,274.0075118340317,200.1313306024948,163.09415136762826,nevtULobs
0.32799999999999996,4.789207538242014e-09,1.6401801094139208e-08,1.2326395291570895e-07,BRbrUL
0.32799999999999996,9.666464272555968e-09,3.310215601934353e-08,2.4883373120301804e-07,BRbrULup
0.32799999999999996,2.6671104582297275e-09,9.266364531683198e-09,6.636087255893272e-08,BRbrULdown
0.32799999999999996,1.4553380412346164e-08,4.9836098250542666e-08,3.7459891842012376e-07,BRbrULupup
0.32799999999999996,1.702284457390808e-09,6.023323541738495e-09,4.14266931168838e-08,BRbrULdowndown
0.32799999999999996,7.177681300041557e-09,2.485833835905832e-08,2.0119303411860172e-07,BRbrULobs
0.32799999999999996,0.376596,0.18604600000000002,0.646069,Significance
0.32799999999999996,0.376605,0.18600799999999998,0.64607,posSignificance
0.33,1409.103411119239,4520.592056219281,30417.115475312963,xsecBRbrUL
0.33,423.69079031733816,287.4655634782697,197.35522260744727,nevtUL
0.33,776.6574902324277,501.72247213972673,389.3034528146905,nevtULup
0.33,247.99491447561692,175.15754944523002,110.3364386666636,nevtULdown
0.33,1287.3715993493395,873.3558807805529,599.7030445876302,nevtULupup
0.33,162.18995185524142,107.79169063407322,66.30324430750197,nevtULdowndown
0.33,336.68232951994963,256.6092840321843,226.75574378355674,nevtULobs
